Significant	"-LOG10 p-value"	l2fc	Protein IDs	Majority protein IDs	Protein names	Gene	GO biological process ID	GO biological process	GO cellular component ID	GO cellular component	KEGG pathway ID	KEGG pathway title	GO molecular function ID	GO molecular function	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	4721	4945	4715	4718	4524	4722	4716	4717
	0.102056571926479	0.402490139007568	NP_001001638	NP_001001638	60S ribosomal protein L11	RPL11	GO:0000027;GO:0000184;GO:0002181;GO:0006364;GO:0006412;GO:0006413;GO:0006605;GO:0006614;GO:0010628;GO:0019083;GO:0032092;GO:0032435;GO:0034504;GO:0042273;GO:0050821;GO:1901796;GO:1902255;GO:1904667;GO:2000059;GO:2000435	cytoplasmic translation;negative regulation of proteasomal ubiquitin-dependent protein catabolic process;negative regulation of protein neddylation;negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process;negative regulation of ubiquitin protein ligase activity;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;positive regulation of gene expression;positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator;positive regulation of protein binding;protein localization to nucleus;protein stabilization;protein targeting;regulation of signal transduction by p53 class mediator;ribosomal large subunit assembly;ribosomal large subunit biogenesis;rRNA processing;SRP-dependent cotranslational protein targeting to membrane;translation;translational initiation;viral transcription	GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0016020;GO:0022625;GO:0032991;GO:0042788;GO:0070062	cytoplasm;cytosol;cytosolic large ribosomal subunit;extracellular exosome;macromolecular complex;membrane;nucleolus;nucleoplasm;polysomal ribosome	hsa03010	Ribosome	GO:0003723;GO:0003735;GO:0005515;GO:0008097;GO:0031625;GO:1990948	5S rRNA binding;protein binding;RNA binding;structural constituent of ribosome;ubiquitin ligase inhibitor activity;ubiquitin protein ligase binding	5	5	5	27	27	27	20.212	0	123.3	2965900000	35	24.72920227	28.84023094	28.85349846	28.85682678	28.44343948	24.37874222	28.13902283	28.70859337
	1.24183341425238	-0.184262752532959	NP_001001640	NP_001001640	amine oxidase	MAOA	GO:0006576;GO:0009967;GO:0019221;GO:0042133;GO:0042135;GO:0042420;GO:0055114	cellular biogenic amine metabolic process;cytokine-mediated signaling pathway;dopamine catabolic process;neurotransmitter catabolic process;neurotransmitter metabolic process;oxidation-reduction process;positive regulation of signal transduction	GO:0005739;GO:0005741;GO:0005829;GO:0016021	cytosol;integral component of membrane;mitochondrial outer membrane;mitochondrion	hsa00260;hsa00330;hsa00340;hsa00350;hsa00360;hsa00380;hsa00982;hsa01100;hsa04726;hsa04728;hsa05030;hsa05031;hsa05034	Alcoholism;Amphetamine addiction;Arginine and proline metabolism;Cocaine addiction;Dopaminergic synapse;Drug metabolism - cytochrome P450;Glycine, serine and threonine metabolism;Histidine metabolism;Metabolic pathways;Phenylalanine metabolism;Serotonergic synapse;Tryptophan metabolism;Tyrosine metabolism	GO:0005515;GO:0008131	primary amine oxidase activity;protein binding	19	18	5	38.9	37.4	17.3	59.762	0	224.35	5388000000	166	29.3562603	29.34948349	29.07719421	29.29180145	29.41035843	29.35129738	29.52842903	29.52170563
+	1.58950176878207	0.561108112335205	NP_001001641	NP_001001641	bifunctional epoxide hydrolase 2	EPHX2	GO:0006625;GO:0009636;GO:0010628;GO:0016311;GO:0019373;GO:0042632;GO:0042759;GO:0046272;GO:0046839;GO:0090181;GO:0097176	cholesterol homeostasis;dephosphorylation;epoxide metabolic process;epoxygenase P450 pathway;long-chain fatty acid biosynthetic process;phospholipid dephosphorylation;positive regulation of gene expression;protein targeting to peroxisome;regulation of cholesterol metabolic process;response to toxic substance;stilbene catabolic process	GO:0005777;GO:0005782;GO:0005829;GO:0070062	cytosol;extracellular exosome;peroxisomal matrix;peroxisome	hsa00590;hsa01100;hsa04146	Arachidonic acid metabolism;Metabolic pathways;Peroxisome	GO:0000287;GO:0004301;GO:0015643;GO:0016787;GO:0016791;GO:0033885;GO:0042577;GO:0042803;GO:0052642	10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity;epoxide hydrolase activity;hydrolase activity;lipid phosphatase activity;lysophosphatidic acid phosphatase activity;magnesium ion binding;phosphatase activity;protein homodimerization activity;toxic substance binding	20	20	20	48.8	48.8	48.8	62.767	0	143.88	1491700000	140	27.91170883	27.50476074	27.70872498	27.66329575	27.53756714	26.85863495	27.30303955	26.84481621
	1.72512605188766	0.161576271057129	NP_001001643	NP_001001643	rab GDP dissociation inhibitor beta	GDI2	GO:0007165;GO:0007264;GO:0015031;GO:0016192;GO:0043312;GO:0043547;GO:0051056	neutrophil degranulation;positive regulation of GTPase activity;protein transport;regulation of small GTPase mediated signal transduction;signal transduction;small GTPase mediated signal transduction;vesicle-mediated transport	GO:0005576;GO:0005737;GO:0005794;GO:0005829;GO:0005925;GO:0016020;GO:0031982;GO:0034774;GO:0035578;GO:0045202;GO:0070062	azurophil granule lumen;cytoplasm;cytosol;extracellular exosome;extracellular region;focal adhesion;Golgi apparatus;membrane;secretory granule lumen;synapse;vesicle			GO:0003723;GO:0005093;GO:0005096;GO:0005515;GO:0017137	GTPase activator activity;protein binding;Rab GDP-dissociation inhibitor activity;Rab GTPase binding;RNA binding	37	29	29	79.8	64.5	64.5	50.267	0	323.31	17510000000	259	31.06560898	31.15279388	31.184412	31.12330627	31.06676483	31.02181244	30.89749718	30.89374161
	1.76727599344658	0.192875862121582	NP_001001770	NP_001001770	cytochrome b5	CYB5A	GO:0019852;GO:0022900;GO:0046686;GO:1902600	electron transport chain;hydrogen ion transmembrane transport;L-ascorbic acid metabolic process;response to cadmium ion	GO:0005741;GO:0005783;GO:0005789;GO:0005829;GO:0016020;GO:0016021;GO:0043231	cytosol;endoplasmic reticulum;endoplasmic reticulum membrane;integral component of membrane;intracellular membrane-bounded organelle;membrane;mitochondrial outer membrane			GO:0004129;GO:0009055;GO:0019899;GO:0020037;GO:0046872	cytochrome-c oxidase activity;electron carrier activity;enzyme binding;heme binding;metal ion binding	5	5	5	47.8	47.8	47.8	15.31	0	122.55	6722300000	83	29.86839867	29.77867317	29.81825638	29.6486969	29.68972588	29.53665924	29.54148674	29.57464981
+	1.67090489549506	-0.731166362762451	NP_001001771	NP_001001771	fibrillin-1 precursor	FBN1	GO:0001501;GO:0001656;GO:0007165;GO:0007507;GO:0009653;GO:0030198;GO:0033627;GO:0035582;GO:0035583;GO:0043010;GO:0043687;GO:0044267;GO:0045671;GO:0048048;GO:0048050;GO:0071560;GO:1990314;GO:2001205	anatomical structure morphogenesis;camera-type eye development;cell adhesion mediated by integrin;cellular protein metabolic process;cellular response to insulin-like growth factor stimulus;cellular response to transforming growth factor beta stimulus;embryonic eye morphogenesis;extracellular matrix organization;heart development;metanephros development;negative regulation of osteoclast development;negative regulation of osteoclast differentiation;post-embryonic eye morphogenesis;post-translational protein modification;sequestering of BMP in extracellular matrix;sequestering of TGFbeta in extracellular matrix;signal transduction;skeletal system development	GO:0001527;GO:0005576;GO:0005604;GO:0005615;GO:0005788;GO:0031012	basement membrane;endoplasmic reticulum lumen;extracellular matrix;extracellular region;extracellular space;microfibril			GO:0005178;GO:0005179;GO:0005201;GO:0005509;GO:0005515;GO:0008201;GO:0030023;GO:0042802;GO:0044877	calcium ion binding;extracellular matrix constituent conferring elasticity;extracellular matrix structural constituent;heparin binding;hormone activity;identical protein binding;integrin binding;macromolecular complex binding;protein binding	58	58	56	31	31	30.3	312.7	0	323.31	10003000000	381	30.20408249	30.01132011	29.84484673	29.46730995	30.43599129	30.5298996	31.13375282	30.35258102
	0.447704801309036	-0.23853063583374	NP_001001866	NP_001001866	copper chaperone for superoxide dismutase	CCS	GO:0006801;GO:0015680;GO:0019430;GO:0030001;GO:0034599;GO:0051353;GO:0055114	cellular response to oxidative stress;intracellular copper ion transport;metal ion transport;oxidation-reduction process;positive regulation of oxidoreductase activity;removal of superoxide radicals;superoxide metabolic process	GO:0005576;GO:0005615;GO:0005634;GO:0005737;GO:0005829	cytoplasm;cytosol;extracellular region;extracellular space;nucleus	hsa05014	Amyotrophic lateral sclerosis (ALS)	GO:0004784;GO:0005507;GO:0005515;GO:0015035;GO:0045296	cadherin binding;copper ion binding;protein binding;protein disulfide oxidoreductase activity;superoxide dismutase activity	3	3	3	10.9	10.9	10.9	29.286	0	5.8359	154560000	16	23.95162773	24.37510872	24.91838837	24.76172256	24.76233101	25.0142746	24.53800964	24.64635468
	0.166472431626201	-0.115671157836914	NP_001001867	NP_001001867	galectin-1	LGALS1	GO:0002317;GO:0006915;GO:0010812;GO:0010977;GO:0031295;GO:0034120;GO:0035900;GO:0042493;GO:0042981;GO:0043123;GO:0043687;GO:0044267;GO:0045445;GO:0046598;GO:0048678;GO:0071333;GO:0071407;GO:2001200	apoptotic process;cellular protein metabolic process;cellular response to glucose stimulus;cellular response to organic cyclic compound;myoblast differentiation;negative regulation of cell-substrate adhesion;negative regulation of neuron projection development;plasma cell differentiation;positive regulation of dendritic cell differentiation;positive regulation of erythrocyte aggregation;positive regulation of I-kappaB kinase/NF-kappaB signaling;positive regulation of viral entry into host cell;post-translational protein modification;regulation of apoptotic process;response to axon injury;response to drug;response to isolation stress;T cell costimulation	GO:0005576;GO:0005615;GO:0005622;GO:0005634;GO:0005737;GO:0005788;GO:0005829;GO:0009986;GO:0070062	cell surface;cytoplasm;cytosol;endoplasmic reticulum lumen;extracellular exosome;extracellular region;extracellular space;intracellular;nucleus			GO:0003723;GO:0005515;GO:0030246;GO:0030395;GO:0042802;GO:0043236	carbohydrate binding;identical protein binding;lactose binding;laminin binding;protein binding;RNA binding	6	6	6	58.5	58.5	58.5	14.69	0	173.93	7211200000	93	29.84246635	29.80299568	29.71507454	29.40098572	30.43956184	29.41062164	29.96856689	29.40545654
	0.529560471188992	-0.227040767669678	NP_001001869	NP_001001869	E3 ubiquitin-protein ligase RNF114	RNF114	GO:0000209;GO:0006511;GO:0007275;GO:0007283;GO:0030154	cell differentiation;multicellular organism development;protein polyubiquitination;spermatogenesis;ubiquitin-dependent protein catabolic process	GO:0005622;GO:0005634;GO:0005829;GO:0005886	cytosol;intracellular;nucleus;plasma membrane			GO:0046872;GO:0061630	metal ion binding;ubiquitin protein ligase activity	6	6	6	34.6	34.6	34.6	25.629	0	29.793	563710000	36	26.08375168	25.89293671	26.0726738	25.83419609	26.30857086	26.54127884	25.66277885	26.27909279
	0.412051870510422	-0.469727993011475	XP_020957907;XP_020957906;XP_005667429;NP_001002801	XP_020957907;XP_020957906;XP_005667429;NP_001002801	apolipoprotein C-III isoform X1;apolipoprotein C-III isoform X1;apolipoprotein C-III isoform X1;apolipoprotein C-III precursor	APOC3	GO:0001523;GO:0006641;GO:0007186;GO:0010897;GO:0010903;GO:0010916;GO:0010987;GO:0010989;GO:0019433;GO:0032489;GO:0033344;GO:0033700;GO:0034371;GO:0034375;GO:0034378;GO:0034379;GO:0034382;GO:0042157;GO:0042632;GO:0043691;GO:0045717;GO:0045833;GO:0048261;GO:0050995;GO:0051005;GO:0060621;GO:0070328	cholesterol efflux;cholesterol homeostasis;chylomicron assembly;chylomicron remnant clearance;chylomicron remodeling;G-protein coupled receptor signaling pathway;high-density lipoprotein particle remodeling;lipoprotein metabolic process;negative regulation of cholesterol import;negative regulation of fatty acid biosynthetic process;negative regulation of high-density lipoprotein particle clearance;negative regulation of lipid catabolic process;negative regulation of lipid metabolic process;negative regulation of lipoprotein lipase activity;negative regulation of low-density lipoprotein particle clearance;negative regulation of receptor-mediated endocytosis;negative regulation of triglyceride catabolic process;negative regulation of very-low-density lipoprotein particle clearance;negative regulation of very-low-density lipoprotein particle remodeling;phospholipid efflux;regulation of Cdc42 protein signal transduction;retinoid metabolic process;reverse cholesterol transport;triglyceride catabolic process;triglyceride homeostasis;triglyceride metabolic process;very-low-density lipoprotein particle assembly	GO:0005576;GO:0005615;GO:0005769;GO:0034361;GO:0034363;GO:0034366;GO:0042627;GO:0070062	chylomicron;early endosome;extracellular exosome;extracellular region;extracellular space;intermediate-density lipoprotein particle;spherical high-density lipoprotein particle;very-low-density lipoprotein particle	hsa03320	PPAR signaling pathway	GO:0005543;GO:0015485;GO:0030234;GO:0055102;GO:0070653	cholesterol binding;enzyme regulator activity;high-density lipoprotein particle receptor binding;lipase inhibitor activity;phospholipid binding	5	5	5	45.8	45.8	45.8	10.704	0	50.62	1034200000	39	27.31544495	26.68324661	25.82057953	26.79116631	26.411623	28.22894287	27.13310432	26.71567917
+	3.98921916754811	-2.201096534729	NP_001002817;XP_020944152;NP_001171994	NP_001002817	fatty acid-binding protein, adipocyte	FABP4	GO:0001816;GO:0006469;GO:0009617;GO:0015909;GO:0019433;GO:0042632;GO:0045892;GO:0050729;GO:0050872;GO:0050873;GO:0071285;GO:0071356	brown fat cell differentiation;cellular response to lithium ion;cellular response to tumor necrosis factor;cholesterol homeostasis;cytokine production;long-chain fatty acid transport;negative regulation of protein kinase activity;negative regulation of transcription, DNA-templated;positive regulation of inflammatory response;response to bacterium;triglyceride catabolic process;white fat cell differentiation	GO:0005634;GO:0005737;GO:0005811;GO:0005829;GO:0070062	cytoplasm;cytosol;extracellular exosome;lipid particle;nucleus	hsa03320;hsa04923	PPAR signaling pathway;Regulation of lipolysis in adipocytes	GO:0005324;GO:0005504;GO:0036041;GO:0051427	fatty acid binding;hormone receptor binding;long-chain fatty acid binding;long-chain fatty acid transporter activity	11	11	11	72	72	72	14.676	0	57.958	3122300000	66	27.54921913	27.58963776	26.91843414	26.91125107	29.40163803	29.58663368	29.74885559	29.03580093
